    8     4.00000000     0.20835719     0.06648468     0.55769187     0.17321643     1.53145625
    8     4.00000000     0.20984750     0.06741008     0.55907625     0.17462061     1.53079569
    8     4.00000000     0.20846438     0.06650107     0.55891500     0.17489640     1.53025908
    8     5.00000000     0.17008937     0.04500611     0.42989813     0.09784036     1.55566879
    8     5.00000000     0.16961875     0.04472406     0.42842375     0.09817691     1.55451003
    8     5.00000000     0.17069313     0.04503506     0.42757750     0.09870435     1.54567675
    8     5.00000000     0.17006437     0.04473027     0.42818125     0.09723469     1.54658879
    8     5.00000000     0.16935781     0.04454962     0.42988375     0.09754270     1.55322197
    8     5.00000000     0.16876531     0.04439142     0.42774000     0.09812134     1.55859265
    8     5.00000000     0.16895906     0.04435546     0.42787000     0.09673539     1.55376057
    8     5.00000000     0.16928750     0.04451951     0.42752687     0.09730947     1.55346191
    8     5.00000000     0.16981562     0.04476195     0.42931250     0.09792819     1.55222164
    8     5.00000000     0.16998281     0.04489335     0.42853687     0.09906784     1.55371726
